"listing_value","tweets_Name","tweets_Date","tweets_Retweets","tweets_Likes","tweets_Text","tweets_Replies","tweets_Images","tweets_imageURL","tweets_hrefURL","remove"
"","CNN Breaking News","Jan 21, 2011","394","39","U.S. debt hits $14 trillion - less than $300 billion from mandated limit http://on.cnn.com/i74UvQ","","","","","1"
"","CNN Breaking News","Jan 21, 2011","132","14","Rep. #Giffords taken outside for first time since Jan. 8 shooting, doc says http://on.cnn.com/hfYGFY","","","","","1"
"","CNN Breaking News","Jan 20, 2011","57","10","New #Tunisia govt. lifting bans on political groups, granting amnesty to political prisoners http://on.cnn.com/f57zN4","","","","","1"
"","CNN Breaking News","Jan 20, 2011","179","24","Bail denied for doctor accused of killing viable babies with scissors http://on.cnn.com/i5KZCm","","","","","1"
"","CNN Breaking News","Jan 20, 2011","119","19","GAO finds average ""don't ask, don't tell"" expulsion cost $52,800 http://on.cnn.com/hPED1c","","","","","1"
"","CNN Breaking News","Jan 20, 2011","350","21","Eric Schmidt is stepping down as #Google CEO, company says http://on.cnn.com/fv11Lm","","","","","1"
"","CNN Breaking News","Jan 20, 2011","71","16","George #Clooney tells
@PiersMorgan
contracted malaria in Sudan http://on.cnn.com/eWvW3A","","","","","1"
"","CNN Breaking News","Jan 20, 2011","145","9","2 Miami police officers shot and killed while serving warrant, officials say. http://on.cnn.com/fAt65q","","","","","1"
"","CNN Breaking News","Jan 20, 2011","123","13","Anti-abortion activist Terry announces presidential run against Obama. http://on.cnn.com/hHiP3O","","","","","1"
"","CNN Breaking News","Jan 20, 2011","79","22","Arrests include suspects affiliated with five main New York #Mafia families, prosecutors say. http://on.cnn.com/eq4yZ2","","","","","1"
"","CNN Breaking News","Jan 20, 2011","350","21","Eric Schmidt is stepping down as #Google CEO, company says http://on.cnn.com/fv11Lm","","","","","1"
"","CNN Breaking News","Jan 20, 2011","71","16","George #Clooney tells
@PiersMorgan
contracted malaria in Sudan http://on.cnn.com/eWvW3A","","","","","1"
"","CNN Breaking News","Jan 20, 2011","145","9","2 Miami police officers shot and killed while serving warrant, officials say. http://on.cnn.com/fAt65q","","","","","1"
"","CNN Breaking News","Jan 20, 2011","123","13","Anti-abortion activist Terry announces presidential run against Obama. http://on.cnn.com/hHiP3O","","","","","1"
"","CNN Breaking News","Jan 20, 2011","79","22","Arrests include suspects affiliated with five main New York #Mafia families, prosecutors say. http://on.cnn.com/eq4yZ2","","","","","1"
"","CNN Breaking News","Jan 20, 2011","51","8","At least 30 killed in attack on pilgrims in #Iraq. http://on.cnn.com/ek0pAh","","","","","1"
"","CNN Breaking News","Jan 20, 2011","108","18","FBI raids in New York area net dozens of alleged organized crime members. http://on.cnn.com/eq4yZ2","","","","","1"
"","CNN Breaking News","Jan 20, 2011","49","15","Report: Senior #al Qaeda leader personally beheaded Daniel #Pearl http://on.cnn.com/hYAQGX","","","","","1"
"","CNN Breaking News","Jan 20, 2011","212","50","Daughter snatched from hospital reunited with mom 23 years later http://on.cnn.com/gzusNc","","","","","1"
"","CNN Breaking News","Jan 20, 2011","61","15","Jared #Loughner indicted for allegedly trying to kill Rep. Gabrielle #Giffords, 2 others http://on.cnn.com/d2mJWZ","","","","","1"
"","CNN Breaking News","Jan 20, 2011","283","13","Doctor: Arizona Rep. Gabrielle #Giffords has the strength to stand on her own and
to lift her head http://on.cnn.com/dWi4IY","","","","","1"
"","CNN Breaking News","Jan 19, 2011","66","12","Feds: Man arrested in #Canada accused of conspiring to kill U.S. soldiers http://on.cnn.com/hyqPoR","","","","","1"
"","CNN Breaking News","Jan 19, 2011","211","14","House votes to repeal the Obama administration's signature #healthcare legislation http://on.cnn.com/a49mBe","","","","","1"
"","CNN Breaking News","Jan 19, 2011","63","13","Person in custody in Detroit serial rapes http://on.cnn.com/efCLJt","","","","","1"
"","CNN Breaking News","Jan 19, 2011","73","11","Shooting victim Rep. Gabrielle #Giffords may be moved to rehab center in Texas Friday http://on.cnn.com/gMSPX7","","","","","1"
"","CNN Breaking News","Jan 19, 2011","35","8","U.S. splits up offshore regulators in wake of Gulf oil disaster. http://on.cnn.com/foFHq1","","","","","1"
"","CNN Breaking News","Jan 19, 2011","44","6","Obama: ""Positive"" U.S.-Chinese ties good for U.S. http://on.cnn.com/h5f8E7","","","","","1"
"","CNN Breaking News","Jan 19, 2011","32","9","Sen. Joe #Lieberman announces that he will not seek re-election. http://on.cnn.com/hXOIW7","","","","","1"
"","CNN Breaking News","Jan 19, 2011","41","8","Suspected NYC letter bomb may have been greeting card, authorities say. http://on.cnn.com/gJNtmV","","","","","1"
"","CNN Breaking News","Jan 19, 2011","65","10","New York City police investigating possible letter bomb at Israeli bank. http://on.cnn.com/gJNtmV","","","","","1"
"","CNN Breaking News","Jan 19, 2011","43","7","Lawyer: ""Baby Doc"" Duvalier plans to stay in #Haiti. http://on.cnn.com/eSoAzH","","","","","1"
"","CNN Breaking News","Jan 19, 2011","126","11","Wounded lawmaker Gabrielle #Giffords to enter Texas rehab center Friday, family e-mail says. http://on.cnn.com/dWi4IY","","","","","1"
"","CNN Breaking News","Jan 19, 2011","64","10","Missing U.S. sailor's body recovered in Gulf of Oman. http://on.cnn.com/g9Wvq1","","","","","1"
"","CNN Breaking News","Jan 19, 2011","56","14","#Giffords feared being shot at public events, husband says http://on.cnn.com/dWi4IY","","","","","1"
"","CNN Breaking News","Jan 19, 2011","45","8","#Obama hosts China's #Hu at White House http://on.cnn.com/h5f8E7","","","","","1"
"","CNN Breaking News","Jan 19, 2011","102","17","Destructive device found along Spokane, WA #MLK parade route http://on.cnn.com/eDh5ix","","","","","1"
"","CNN Breaking News","Jan 18, 2011","72","5","Sources: Sen Joe #Lieberman not seeking re-election http://on.cnn.com/hJ8XK9","","","","","1"
"","CNN Breaking News","Jan 18, 2011","75","13","Gov't sources: Charges have been filed against former Haitian dictator Jean-Claude
#BabyDoc Duvalier http://on.cnn.com/hi20nh","","","","","1"
"","CNN Breaking News","Jan 18, 2011","127","10","Sargent #Shriver, a brother-in-law to former President John F. Kennedy, has died, a family source said. http://on.cnn.com/es1eMB","","","","","1"
"","CNN Breaking News","Jan 18, 2011","65","5","Chinese president Hu #Jintao arrives for U.S. state visit http://on.cnn.com/el3aJG","","","","","1"
"","CNN Breaking News","Jan 18, 2011","419","14","USGS: An earthquake with preliminary magnitude of 7.4 strikes southwestern Pakistan http://on.cnn.com/gQcnRa","","","","","1"
"","CNN Breaking News","Jan 18, 2011","88","10","Apparent suspect in custody in high school shooting in Gardena, CA; 2 injured http://on.cnn.com/h7nVl3","","","","","1"
"","CNN Breaking News","Jan 18, 2011","62","5","2 dead after small plane crashes into South Carolina RV park http://on.cnn.com/hIDXa1","","","","","1"
"","CNN Breaking News","Jan 18, 2011","144","10","FCC approves #Comcast-NBC merger http://on.cnn.com/fvgQuD","","","","","1"
"","CNN Breaking News","Jan 18, 2011","325","10","At least 3 shot at high school in Gardena, California, police say. http://on.cnn.com/hOGmnX","","","","","1"
"","CNN Breaking News","Jan 18, 2011","54","5","Source; Jean-Claude ""Baby Doc"" Duvalier in #Haiti court for hearing. http://on.cnn.com/hi20nh","","","","","1"
"","CNN Breaking News","Jan 18, 2011","170","8","Jean-Claude ""Baby Doc"" Duvalier taken into police custody at #Haiti hotel. http://on.cnn.com/hi20nh","","","","","1"
"","CNN Breaking News","Jan 18, 2011","87","15","Police, judge, prosecutor enter #Haiti hotel where ex-dictator ""Baby Doc"" Duvalier has been holed up. http://on.cnn.com/hi20nh","","","","","1"
"","CNN Breaking News","Jan 18, 2011","58","5","At least 60 killed in attack at police recruitment center in #Iraq. http://on.cnn.com/ieC60Q","","","","","1"
"","CNN Breaking News","Jan 18, 2011","43","4","#Baltimore residents wake up to sleet and ice. Live: http://on.cnn.com/cnndcl3","","","","","1"
"","CNN Breaking News","Jan 18, 2011","90","10","#Giffords will be out of hospital in 'days to weeks,' doctor says http://on.cnn.com/dQLgBn","","","","","1"
"","CNN Breaking News","Jan 18, 2011","76","13","Haitian journalist plans to file charges against #""Baby Doc"" http://on.cnn.com/hT17Tk","","","","","1"
"","CNN Breaking News","Jan 18, 2011","78","13","Suspected #Kensington strangler Antonio Rodriguez arrested after DNA testing http://on.cnn.com/eQJbPo","","","","","1"
"","CNN Breaking News","Jan 17, 2011","96","6","9 in custody as #Detroit police hunt for serial rapist http://on.cnn.com/dTCJ37","","","","","1"
"","CNN Breaking News","Jan 18, 2011","90","10","#Giffords will be out of hospital in 'days to weeks,' doctor says http://on.cnn.com/dQLgBn","","","","","1"
"","CNN Breaking News","Jan 18, 2011","76","13","Haitian journalist plans to file charges against #""Baby Doc"" http://on.cnn.com/hT17Tk","","","","","1"
"","CNN Breaking News","Jan 18, 2011","78","13","Suspected #Kensington strangler Antonio Rodriguez arrested after DNA testing http://on.cnn.com/eQJbPo","","","","","1"
"","CNN Breaking News","Jan 17, 2011","96","6","9 in custody as #Detroit police hunt for serial rapist http://on.cnn.com/dTCJ37","","","","","1"
"","CNN Breaking News","Jan 17, 2011","44","14","#Arizona shooting victim James Eric Fuller apologizes for
telling a Tea Party leader ""you are dead."" http://on.cnn.com/fp7osO","","","","","1"
"","CNN Breaking News","Jan 17, 2011","29","6","Sargent #Shriver hospitalized in Maryland http://on.cnn.com/gXxbhu","","","","","1"
"","CNN Breaking News","Jan 17, 2011","64","10","#Tunisia interior minister says 78 people have died in clashes. http://on.cnn.com/eNWP6l","","","","","1"
"","CNN Breaking News","Jan 17, 2011","149","10","Rep. #Giffords could be released from hospital to rehab in ""days to weeks,"" doctors say. http://on.cnn.com/fAvlUE","","","","","1"
"","CNN Breaking News","Jan 17, 2011","455","26","Minnesota Vikings QB Brett #Favre files retirement papers with NFL, league confirms. http://on.cnn.com/elJCgK","","","","","1"
"","CNN Breaking News","Jan 17, 2011","762","40","Apple CEO Steve Jobs taking medical leave of absence. http://on.cnn.com/gJPcLh","","","","","1"
"","CNN Breaking News","Jan 17, 2011","191","30","#WikiLeaks promises Swiss banking secrets revelations http://on.cnn.com/hhAGFA","","","","","1"
"","CNN Breaking News","Jan 17, 2011","261","25","Jean-Claude ""Baby Doc"" #Duvalier, Haiti's former dictator, returned
unexpectedly after 25 years in exile http://on.cnn.com/h5LDsw","","","","","1"
"","CNN Breaking News","Jan 16, 2011","195","12","Hospital: Arizona Rep. Gabrielle #Giffords' condition upgraded from critical to serious. http://on.cnn.com/i4DCff","","","","","1"
"","CNN Breaking News","Jan 16, 2011","58","11","#Tunisia troops battle members of ousted president's personal guard, Tunis resident tells CNN. http://on.cnn.com/dGPr2d","","","","","1"
"","CNN Breaking News","Jan 16, 2011","356","26","Rep. #Giffords moving both sides of body, able to breathe on own, U.S. senator says. http://on.cnn.com/f2teW5","","","","","1"
"","CNN Breaking News","Jan 16, 2011","83","14","Suspect arrested in killing of New Jersey police officer. http://on.cnn.com/hGR4n9","","","","","1"
"","CNN Breaking News","Jan 16, 2011","77","8","Italian Prime Minister Berlusconi rejects teen sex accusation. http://on.cnn.com/gqYDil","","","","","1"
"","CNN Breaking News","Jan 16, 2011","162","19","Filters on websites like #Facebook and #YouTube removed in Tunisia http://on.cnn.com/h4PIo1","","","","","1"
"","CNN Breaking News","Jan 16, 2011","46","15","Trailer of man accused of killing Ohio deputy on New Year's Day is torched http://on.cnn.com/eZisou","","","","","1"
"","CNN Breaking News","Jan 16, 2011","244","14","Steelers come from behind to defeat Ravens in AFC divisional playoff game http://on.cnn.com/g7Kgxo","","","","","1"
"","CNN Breaking News","Jan 16, 2011","82","17","Man wounded in #Arizona massacre is in custody after allegedly making threat http://on.cnn.com/hSvvN3","","","","","1"
"","CNN Breaking News","Jan 16, 2011","157","24","Pentagon draft report calls for introducing women to combat http://on.cnn.com/eemJjm","","","","","1"
"","CNN Breaking News","Jan 15, 2011","276","23","Hospital: #Giffords off ventilator and breathing a week after being shot http://on.cnn.com/eJ4nsx","","","","","1"
"","CNN Breaking News","Jan 15, 2011","68","17","Source: #Arizona shooting suspect photographed himself in provocative pose holding handgun. http://on.cnn.com/hLbSSB","","","","","1"
"","CNN Breaking News","Jan 15, 2011","226","6","Death toll in #Brazil flooding rises to 549. http://on.cnn.com/fmaUZZ","","","","","1"
"","CNN Breaking News","Jan 15, 2011","36","10","#Arizona store where shootings took place holds moment of silence. http://on.cnn.com/f8SS8v","","","","","1"
"","CNN Breaking News","Jan 15, 2011","84","18","Fire at prison in #Tunisia kills 42, doctor says. http://on.cnn.com/eq938s","","","","","1"
"","CNN Breaking News","Jan 15, 2011","362","27","Organs of youngest #Arizona shooting victim donated, father says http://on.cnn.com/eKe4Kz","","","","","1"
"","CNN Breaking News","Jan 15, 2011","33","8","Ramblings on gaming website tied to #Arizona shooting suspect http://on.cnn.com/dKBlav","","","","","1"
"","CNN Breaking News","Jan 15, 2011","39","14","Gun show organizer found not guilty in boy's Uzi death http://on.cnn.com/gDjXx1","","","","","1"
"","CNN Breaking News","Jan 14, 2011","104","9","100 dead in stampede near temple in India, official says http://on.cnn.com/emFZV2","","","","","1"
"","CNN Breaking News","Jan 14, 2011","60","10","Homeland Security chief Napolitano cancels unfinished virtual border fence http://on.cnn.com/hDH5Ht","","","","","1"
"","CNN Breaking News","Jan 14, 2011","119","24","U.S. to ease some Cuba travel, monetary restrictions http://on.cnn.com/h94tnI","","","","","1"
"","CNN Breaking News","Jan 14, 2011","89","20","Male model admits strangling, castrating journalist, court documents show http://on.cnn.com/exLvdJ","","","","","1"
"","CNN Breaking News","Jan 14, 2011","74","12","Republican National Committee chief Michael #Steele quits race for chairman http://on.cnn.com/eIGnxp","","","","","1"
"","CNN Breaking News","Jan 14, 2011","32","9","Police timeline: #Loughner at plaza several times the night before shooting http://on.cnn.com/hti2Qy","","","","","1"
"","CNN Breaking News","Jan 14, 2011","79","7","Prime minister of #Tunisia says he's taking over running of country. http://on.cnn.com/dRGcXP","","","","","1"
"","CNN Breaking News","Jan 14, 2011","51","10","Wounded U.S. Rep. #Giffords still in critical condition, continuing to make progress, doctors say. http://on.cnn.com/fNktPw","","","","","1"
"","CNN Breaking News","Jan 14, 2011","77","6","Tunisian President Ben Ali declares state of emergency, state-run TV says. http://on.cnn.com/dRGcXP","","","","","1"
"","CNN Breaking News","Jan 14, 2011","155","10","President of #Tunisia dissolves government. http://on.cnn.com/dRGcXP","","","","","1"
"","CNN Breaking News","Jan 14, 2011","53","2","Police in #Tunisia use batons, tear gas on demonstrators in capital. http://on.cnn.com/dRGcXP","","","","","1"
"","CNN Breaking News","Jan 14, 2011","147","11","Italy's Prime Minister Berlusconi investigated for complicity in prostitution. http://on.cnn.com/f6juF4","","","","","1"
"","CNN Breaking News","Jan 14, 2011","383","31","Vatican: Pope John Paul II to be beatified, putting him one step closer to sainthood. http://on.cnn.com/g5eQ16","","","","","1"
"","CNN Breaking News","Jan 14, 2011","101","11","Husband: #Giffords' #breathing tube may be removed Friday http://on.cnn.com/fNktPw","","","","","1"
"","CNN Breaking News","Jan 14, 2011","93","12","Eye movements indicate #Giffords has ""glimmers of recognition,"" doctor says http://on.cnn.com/fmK60f","","","","","1"
"","CNN Breaking News","Jan 14, 2011","155","10","President of #Tunisia dissolves government. http://on.cnn.com/dRGcXP","","","","","1"
"","CNN Breaking News","Jan 14, 2011","53","2","Police in #Tunisia use batons, tear gas on demonstrators in capital. http://on.cnn.com/dRGcXP","","","","","1"
"","CNN Breaking News","Jan 14, 2011","147","11","Italy's Prime Minister Berlusconi investigated for complicity in prostitution. http://on.cnn.com/f6juF4","","","","","1"
"","CNN Breaking News","Jan 14, 2011","383","31","Vatican: Pope John Paul II to be beatified, putting him one step closer to sainthood. http://on.cnn.com/g5eQ16","","","","","1"
"","CNN Breaking News","Jan 14, 2011","101","11","Husband: #Giffords' #breathing tube may be removed Friday http://on.cnn.com/fNktPw","","","","","1"
"","CNN Breaking News","Jan 14, 2011","93","12","Eye movements indicate #Giffords has ""glimmers of recognition,"" doctor says http://on.cnn.com/fmK60f","","","","","1"
"","CNN Breaking News","Jan 14, 2011","85","18","EPA revokes permit for mountaintop coal mine project http://on.cnn.com/ebMp5i","","","","","1"
"","CNN Breaking News","Jan 13, 2011","123","5","NFL Hall-of-Famer #LawrenceTaylor pleads guilty to sexual misconduct http://on.cnn.com/gYlttV","","","","","1"
"","CNN Breaking News","Jan 13, 2011","39","7","Bag found today believed to belong to #Loughner held ammo, sheriff says http://on.cnn.com/gDEEwq","","","","","1"
"","CNN Breaking News","Jan 13, 2011","62","4","Sen. Kay Bailey Hutchison, R-Texas, says she won't seek re-election in 2012. http://on.cnn.com/h1OdiL","","","","","1"
"","CNN Breaking News","Jan 13, 2011","132","11","Rep. #GabrielleGiffords is ""becoming more and more alert at this time,"" doctors say. http://on.cnn.com/fmK60f","","","","","1"
"","CNN Breaking News","Jan 13, 2011","161","22","Feds to tighten school nutrition standards. http://on.cnn.com/emCw3u","","","","","1"
"","CNN Breaking News","Jan 13, 2011","54","7","Italian court strikes part of law that would protect PM #Berlusconi from prosecution. http://on.cnn.com/ig5oli","","","","","1"
"","CNN Breaking News","Jan 13, 2011","53","14","Former #Louisiana governor released from prison. http://on.cnn.com/gRI7Ff","","","","","1"
"","CNN Breaking News","Jan 13, 2011","251","7","Hundreds dead in #Brazil flooding, officials say. http://on.cnn.com/e6mbpO","","","","","1"
"","CNN Breaking News","Jan 13, 2011","393","54","Trappist monks donate hand-made casket to 9-year-old shooting victim http://on.cnn.com/fHaxAr","","","","","1"
"","CNN Breaking News","Jan 13, 2011","71","23","Judge allows release of 12,000 NYC teacher evaluations http://on.cnn.com/gPt1hA","","","","","1"
"","CNN Breaking News","Jan 13, 2011","199","10","15 dead, 70 missing in flooding in Queensland, Australia, police say http://on.cnn.com/i9Vi5g","","","","","1"
"","CNN Breaking News","Jan 13, 2011","233","29","Rep. Giffords opened eyes, signaled visitors that she could see, Sen. Gillibrand tells CNN http://on.cnn.com/h5FAdv","","","","","1"
"","CNN Breaking News","Jan 13, 2011","440","36","""We can’t use this tragedy as one more occasion to turn on one another,"" Obama says in Arizona http://on.cnn.com/hhtyxE","","","","","1"
"","CNN Breaking News","Jan 13, 2011","139","27","Hospital personnel fired for accessing records of Tucson shooting victims http://on.cnn.com/hm8b0q","","","","","1"
"","CNN Breaking News","Jan 13, 2011","224","19","President Obama says Rep. #Giffords opened her eyes today after hospital visit http://on.cnn.com/hhtyxE","","","","","1"
"","CNN Breaking News","Jan 12, 2011","220","25","Ted ""Golden Voice"" Williams acknowledges drinking, heads to rehab http://on.cnn.com/ihXJVV","","","","","1"
"","CNN Breaking News","Jan 12, 2011","58","9","Obamas to visit #Giffords, other shooting survivors Wednesday, White House says http://on.cnn.com/hcieC2","","","","","1"
"","CNN Breaking News","Jan 12, 2011","23","7","U.S. District Judge Larry Burns of California to preside over Jared Lee #Loughner hearings http://on.cnn.com/dN9CjR","","","","","1"
"","CNN Breaking News","Jan 12, 2011","156","9","State of emergency declared in Massachusetts ahead of #snow storm http://on.cnn.com/fQinVQ","","","","","1"
"","CNN Breaking News","Jan 12, 2011","175","12","25-34 inches of #snow to blanket parts of New England, forecasters say http://on.cnn.com/fQinVQ","","","","","1"
"","CNN Breaking News","Jan 12, 2011","48","8","Idaho lottery officials ID $190 million winner in last week's #MegaMillions http://on.cnn.com/gOC7BU","","","","","1"
"","CNN Breaking News","Jan 12, 2011","196","10","Dow Jones hits highest level since September 2008, gains 83 points http://on.cnn.com/h1vr73","","","","","1"
"","CNN Breaking News","Jan 12, 2011","92","6","U.N.: 3 peacekeepers shot in Ivory Coast. http://on.cnn.com/eGZPie","","","","","1"
"","CNN Breaking News","Jan 12, 2011","142","13","NOAA: 2010 ties 2005 as warmest year on record. http://on.cnn.com/ij456F","","","","","1"
"","CNN Breaking News","Jan 12, 2011","45","12","Treatment of wounded U.S. Rep. #GabrielleGiffords ""going as anticipated,"" doctors say. http://on.cnn.com/hiLOUm","","","","","1"
"","CNN Breaking News","Jan 12, 2011","54","11","#Hezbollah, opposition members resign from government in #Lebanon. http://on.cnn.com/hAcWeh","","","","","1"
"","CNN Breaking News","Jan 12, 2011","58","8","18 killed in attack on police station in #Pakistan. http://on.cnn.com/hOVkfW","","","","","1"
"","CNN Breaking News","Jan 12, 2011","45","13","#Obama faces unpleasant, but enduring, part of job in #memorial speech for #Arizona victims http://on.cnn.com/gDqPHy","","","","","1"
"","CNN Breaking News","Jan 12, 2011","69","10","Massive #snowstorm takes aim at #Northeast http://on.cnn.com/fQinVQ","","","","","1"
"","CNN Breaking News","Jan 12, 2011","240","22","Arizona Gov. Jan Brewer signs into law legislation limiting funeral protests http://on.cnn.com/fG0Z6z","","","","","1"
"","CNN Breaking News","Jan 12, 2011","75","24","Author of discredited MMR study reportedly held patent in related test http://on.cnn.com/ht0P8o","","","","","1"
"","CNN Breaking News","Jan 12, 2011","187","11","Manslaughter case against Michael Jackson's doctor will go to trial http://on.cnn.com/g2SeLk","","","","","1"
"","CNN Breaking News","Jan 12, 2011","2.7K","114","Snow on the ground in 49 of 50 states http://on.cnn.com/eWCrLj","","","","","1"
"","CNN Breaking News","Jan 11, 2011","41","14","With U.S. defense chief visiting, #China test flies new stealth fighter http://on.cnn.com/fEb4O7","","","","","1"
"","CNN Breaking News","Jan 11, 2011","150","17","California to take back 48,000 cell phones from state workers http://on.cnn.com/ik0kGw","","","","","1"
"","CNN Breaking News","Jan 11, 2011","78","21","Family of accused #Arizona shooter Jared Lee #Loughner issues statement http://on.cnn.com/gWwRVk","","","","","1"
"","CNN Breaking News","Jan 11, 2011","138","9","New York City issues weather emergency ahead of winter storm http://on.cnn.com/hlWRhE","","","","","1"
"","CNN Breaking News","Jan 11, 2011","606","30","#Arizona lawmakers pass bill to make it illegal to protest near a funeral http://on.cnn.com/fG0Z6z","1","","","","1"
"","CNN Breaking News","Jan 11, 2011","77","9","Michigan hires San Diego State's Brady Hoke as head coach; was former UofM asst. http://on.cnn.com/gN9vfO","","","","","1"
"","CNN Breaking News","Jan 11, 2011","150","17","California to take back 48,000 cell phones from state workers http://on.cnn.com/ik0kGw","","","","","1"
"","CNN Breaking News","Jan 11, 2011","78","21","Family of accused #Arizona shooter Jared Lee #Loughner issues statement http://on.cnn.com/gWwRVk","","","","","1"
"","CNN Breaking News","Jan 11, 2011","138","9","New York City issues weather emergency ahead of winter storm http://on.cnn.com/hlWRhE","","","","","1"
"","CNN Breaking News","Jan 11, 2011","606","30","#Arizona lawmakers pass bill to make it illegal to protest near a funeral http://on.cnn.com/fG0Z6z","1","","","","1"
"","CNN Breaking News","Jan 11, 2011","77","9","Michigan hires San Diego State's Brady Hoke as head coach; was former UofM asst. http://on.cnn.com/gN9vfO","","","","","1"
"","CNN Breaking News","Jan 11, 2011","180","31","North Korea on path to ""becoming direct threat to U.S.,"" defense chief says http://on.cnn.com/hTH84j","","","","","1"
"","CNN Breaking News","Jan 11, 2011","497","22","MySpace lays off nearly half of its staff http://on.cnn.com/htu166","","","","","1"
"","CNN Breaking News","Jan 11, 2011","267","12","Wounded Arizona lawmaker #GabrielleGiffords able to breathe on her own, doctors say. http://on.cnn.com/ijoG8Q","","","","","1"
"","CNN Breaking News","Jan 11, 2011","39","13","Arizona federal court judges recused in shooting case. http://on.cnn.com/eTHFe6","","","","","1"
"","CNN Breaking News","Jan 11, 2011","48","6","Six victims from Saturday's mass shooting in Arizona remain in Tuscon hospital, doctors say. http://on.cnn.com/ijoG8Q","","","","","1"
"","CNN Breaking News","Jan 11, 2011","650","24","#Verizon announces it's getting the #iPhone. CNNMoney.com http://on.cnn.com/eYFEsK","","","","","1"
"","CNN Breaking News","Jan 11, 2011","99","16","Preventable failures were ""immediate causes"" of Gulf oil disaster, final report says. http://on.cnn.com/g1q3aJ","","","","","1"
"","CNN Breaking News","Jan 11, 2011","73","11","Travel delays expected as winter storm in Southeast heads up East Coast. http://on.cnn.com/dY4O01","","","","","1"
"","CNN Breaking News","Jan 11, 2011","96","14","Parts of Atlanta at standstill as Southeast struggles with big freeze. Live: http://on.cnn.com/cnndcl4","","","","","1"
"","CNN Breaking News","Jan 11, 2011","74","7","Winter #storm moves toward #East Coast; #Southeast travel barely moves at all http://on.cnn.com/dY4O01","","","","","1"
"","CNN Breaking News","Jan 11, 2011","60","9","Mass planned for #Arizona shooting #victims; suspect's parents 'devastated' http://on.cnn.com/ijoG8Q","","","","","1"
"","CNN Breaking News","Jan 11, 2011","60","6","Doctor: Michael #Jackson begged for #propofol in his last hours http://on.cnn.com/dGGQEz","","","","","1"
"","CNN Breaking News","Jan 11, 2011","128","9","72 people are now missing in northeast #Australia flooding http://on.cnn.com/g14pue","","","","","1"
"","CNN Breaking News","Jan 10, 2011","56","12","Arizona shooting suspect Jared Lee #Loughner makes first court appearance in Phoenix http://on.cnn.com/hG7wRt","","","","","1"
"","CNN Breaking News","Jan 10, 2011","281","39","#NASA spots smallest planet yet discovered outside Sun's solar system http://on.cnn.com/fbYH3H","","","","","1"
"","CNN Breaking News","Jan 10, 2011","165","11","Former House Majority Leader Tom #DeLay sentenced to three years in money laundering case. http://on.cnn.com/eq4cdG","","","","","1"
"","CNN Breaking News","Jan 10, 2011","139","8","#Arizona Rep. #GabrielleGiffords condition is critical but has stabilized. http://on.cnn.com/hLj4UO","","","","","1"
"","CNN Breaking News","Jan 10, 2011","86","5","2 patients from #Arizona shooting discharged, 2 still in intensive care, hospital staff say. http://on.cnn.com/hNiiL0","","","","","1"
"","CNN Breaking News","Jan 10, 2011","39","8","#Iran announces arrests in nuclear scientist's bombing death. http://on.cnn.com/gwEH7D","","","","","1"
"","CNN Breaking News","Jan 10, 2011","53","8","Four drown in Australian flash floods. http://on.cnn.com/g14pue","","","","","1"
"","CNN Breaking News","Jan 10, 2011","67","20","China says its new weapons not meant to pose threat. http://on.cnn.com/gCnreP","","","","","1"
"","CNN Breaking News","Jan 10, 2011","37","8","Vice President Joe #Biden makes unscheduled visit to #Afghanistan. http://on.cnn.com/gOzj1B","","","","","1"
"","CNN Breaking News","Jan 10, 2011","97","9","President #Obama joins the nation in honoring the Tucson shooting victims. Live: http://on.cnn.com/cnndcl1","","","","","1"
"","CNN Breaking News","Jan 10, 2011","95","10","#Southerners get hit by rapid #snowfall; #icy conditions expected http://on.cnn.com/iiTpuf","","","","","1"
"","CNN Breaking News","Jan 10, 2011","57","8","#Suspect in #Arizona #shooting rampage scheduled to make first court appearance http://on.cnn.com/hiBFNz","","","","","1"
"","CNN Breaking News","Jan 10, 2011","98","19","Administration official: Shooting suspect Jared Lee #Loughner was rejected by Army after failing drug test http://on.cnn.com/dRUMwe","","","","","1"
"","CNN Breaking News","Jan 10, 2011","317","14","State of emergency declared in #Georgia due to #winter storm http://on.cnn.com/eNTggp","","","","","1"
"","CNN Breaking News","Jan 9, 2011","227","14","States of emergencies are declared in Louisiana, Alabama due to #winter storm http://on.cnn.com/eNTggp","","","","","1"
"","CNN Breaking News","Jan 9, 2011","99","21","Arizona suspect left note saying ""I planned ahead,"" court documents state. http://on.cnn.com/dRUMwe","","","","","1"
"","CNN Breaking News","Jan 9, 2011","172","9","Arizona shooting suspect #JaredLoughner charged with murder and attempted murder. http://on.cnn.com/gQdAFq","","","","","1"
"","CNN Breaking News","Jan 9, 2011","66","9","Arrest made in California disabled rape case, police say. http://on.cnn.com/fsZDf5","","","","","1"
"","CNN Breaking News","Jan 9, 2011","70","8","Investigators identify, rule out second ""person of interest"" in Arizona shootings. http://on.cnn.com/gQdAFq","","","","","1"
"","CNN Breaking News","Jan 9, 2011","53","11","Second person being interviewed by authorities in connection with Arizona shooting. http://on.cnn.com/dOmjsb","","","","","1"
"","CNN Breaking News","Jan 9, 2011","62","10","Precautions in place to ensure safety of public officials after Arizona shooting, FBI director says. http://on.cnn.com/h149xt","","","","","1"
